student_id,course_id,semestre_cursado,anio_cursado,nota,aprobado,num_intentos
UTP-0120,1,1,2020,74.4,True,1
UTP-0120,2,2,2021,75.7,True,2
UTP-0120,3,3,2021,77.6,True,2
UTP-0120,4,4,2022,81.6,True,2
UTP-0120,5,3,2021,71.3,True,1
UTP-0120,6,4,2022,73.8,True,2
UTP-0120,7,2,2021,47.6,False,1
UTP-0120,8,3,2021,70.3,True,1
UTP-0120,9,1,2020,89.7,True,1
UTP-0120,10,1,2020,93.9,True,1
UTP-0120,11,2,2021,76.9,True,1
UTP-0120,12,3,2021,75.7,True,1
UTP-0120,13,2,2021,84.3,True,1
UTP-0120,14,1,2020,72.6,True,1
UTP-0120,15,8,2024,88.0,True,1
UTP-0120,51,2,2021,81.7,True,1
UTP-0120,52,4,2022,80.4,True,1
UTP-0120,53,5,2022,74.8,True,1
UTP-0120,54,6,2023,73.9,True,1
UTP-0120,55,7,2023,73.5,True,1
UTP-0008,1,1,2022,82.3,True,1
UTP-0008,2,2,2023,82.1,True,1
UTP-0008,3,3,2023,86.8,True,1
UTP-0008,4,4,2024,86.2,True,1
UTP-0008,5,3,2023,82.4,True,1
UTP-0008,6,4,2024,100.0,True,1
UTP-0008,7,2,2023,81.7,True,1
UTP-0008,8,3,2023,83.7,True,1
UTP-0008,9,1,2022,82.9,True,1
UTP-0008,10,1,2022,74.5,True,1
UTP-0008,11,2,2023,100.0,True,1
UTP-0008,12,3,2023,99.8,True,1
UTP-0008,13,2,2023,91.6,True,1
UTP-0008,14,1,2022,94.4,True,1
UTP-0008,57,4,2024,83.0,True,1
UTP-0008,58,5,2024,71.4,True,1
UTP-0008,59,5,2024,79.6,True,1
UTP-0091,1,1,2023,90.6,True,1
UTP-0091,2,2,2024,78.9,True,2
UTP-0091,3,3,2024,81.6,True,1
UTP-0091,4,4,2025,63.4,False,1
UTP-0091,5,3,2024,87.9,True,1
UTP-0091,6,4,2025,83.9,True,1
UTP-0091,7,2,2024,72.0,True,2
UTP-0091,8,3,2024,88.5,True,1
UTP-0091,9,1,2023,78.3,True,1
UTP-0091,10,1,2023,82.7,True,1
UTP-0091,11,2,2024,90.8,True,1
UTP-0091,12,3,2024,98.4,True,1
UTP-0091,13,2,2024,81.1,True,1
UTP-0091,14,1,2023,89.7,True,1
UTP-0091,45,2,2024,82.6,True,1
UTP-0091,46,3,2024,84.8,True,1
UTP-0047,1,1,2024,95.5,True,1
UTP-0047,2,2,2025,86.1,True,1
UTP-0047,7,2,2025,82.4,True,1
UTP-0047,9,1,2024,94.8,True,1
UTP-0047,10,1,2024,90.5,True,1
UTP-0047,11,2,2025,75.7,True,1
UTP-0047,13,2,2025,100.0,True,1
UTP-0047,14,1,2024,100.0,True,1
UTP-0074,1,1,2022,71.5,True,1
UTP-0074,2,2,2023,77.3,True,1
UTP-0074,3,3,2023,90.4,True,1
UTP-0074,4,4,2024,96.9,True,1
UTP-0074,5,3,2023,90.6,True,1
UTP-0074,6,4,2024,84.6,True,1
UTP-0074,7,2,2023,83.9,True,1
UTP-0074,8,3,2023,96.4,True,1
UTP-0074,9,1,2022,85.2,True,1
UTP-0074,10,1,2022,89.0,True,1
UTP-0074,11,2,2023,91.5,True,1
UTP-0074,12,3,2023,87.8,True,1
UTP-0074,13,2,2023,96.4,True,1
UTP-0074,14,1,2022,100.0,True,1
UTP-0074,16,1,2022,98.0,True,1
UTP-0074,17,2,2023,88.4,True,1
UTP-0074,18,3,2023,83.1,True,1
UTP-0074,19,4,2024,77.9,True,1
UTP-0074,20,5,2024,92.5,True,1
UTP-0074,21,5,2024,89.8,True,1
UTP-0074,22,6,2025,84.0,True,1
UTP-0074,23,5,2024,100.0,True,1
UTP-0074,24,6,2025,87.8,True,1
UTP-0074,25,5,2024,79.4,True,1
UTP-0074,26,7,2025,82.0,True,1
UTP-0074,28,6,2025,99.6,True,1
UTP-0094,1,1,2024,76.0,True,1
UTP-0094,2,2,2025,73.5,True,2
UTP-0094,7,2,2025,77.4,True,1
UTP-0094,9,1,2024,80.1,True,2
UTP-0094,10,1,2024,95.1,True,1
UTP-0094,11,2,2025,88.7,True,1
UTP-0094,13,2,2025,76.5,True,1
UTP-0094,14,1,2024,90.3,True,1
UTP-0077,1,1,2023,74.0,True,1
UTP-0077,2,2,2024,75.2,True,1
UTP-0077,3,3,2024,72.3,True,1
UTP-0077,5,3,2024,81.0,True,2
UTP-0077,7,2,2024,63.3,False,1
UTP-0077,8,3,2024,76.7,True,1
UTP-0077,9,1,2023,70.7,True,1
UTP-0077,10,1,2023,75.2,True,1
UTP-0077,11,2,2024,70.8,True,1
UTP-0077,12,3,2024,81.8,True,1
UTP-0077,13,2,2024,94.9,True,1
UTP-0077,14,1,2023,77.6,True,2
UTP-0287,1,1,2021,44.3,False,1
UTP-0287,2,2,2022,50.4,False,1
UTP-0287,3,3,2022,38.5,False,1
UTP-0287,4,4,2023,37.7,False,1
UTP-0287,5,3,2022,35.6,False,1
UTP-0287,6,4,2023,47.6,False,1
UTP-0287,7,2,2022,37.6,False,1
UTP-0287,8,3,2022,47.0,False,1
UTP-0287,9,1,2021,70.7,True,2
UTP-0287,10,1,2021,77.6,True,2
UTP-0287,11,2,2022,53.8,False,1
UTP-0287,12,3,2022,51.7,False,1
UTP-0287,13,2,2022,50.7,False,1
UTP-0287,14,1,2021,46.3,False,1
UTP-0287,51,2,2022,46.8,False,1
UTP-0287,52,4,2023,36.8,False,1
UTP-0287,53,5,2023,45.5,False,1
UTP-0287,54,6,2024,70.2,True,2
UTP-0287,55,7,2024,41.1,False,1
UTP-0061,1,1,2024,100.0,True,1
UTP-0061,9,1,2024,100.0,True,1
UTP-0061,10,1,2024,97.2,True,1
UTP-0061,14,1,2024,81.2,True,1
UTP-0078,1,1,2023,73.2,True,1
UTP-0078,2,2,2024,83.5,True,1
UTP-0078,3,3,2024,72.9,True,1
UTP-0078,5,3,2024,70.1,True,1
UTP-0078,7,2,2024,82.5,True,2
UTP-0078,8,3,2024,79.8,True,1
UTP-0078,9,1,2023,82.5,True,1
UTP-0078,10,1,2023,81.2,True,1
UTP-0078,11,2,2024,80.1,True,1
UTP-0078,12,3,2024,79.9,True,1
UTP-0078,13,2,2024,75.7,True,1
UTP-0078,14,1,2023,96.0,True,1
UTP-0064,1,1,2022,79.9,True,1
UTP-0064,2,2,2023,87.2,True,1
UTP-0064,3,3,2023,89.6,True,1
UTP-0064,4,4,2024,80.4,True,1
UTP-0064,5,3,2023,79.0,True,1
UTP-0064,6,4,2024,85.7,True,1
UTP-0064,7,2,2023,77.2,True,1
UTP-0064,8,3,2023,70.2,True,1
UTP-0064,9,1,2022,85.0,True,1
UTP-0064,10,1,2022,78.0,True,1
UTP-0064,11,2,2023,96.9,True,1
UTP-0064,12,3,2023,83.7,True,1
UTP-0064,13,2,2023,89.0,True,1
UTP-0064,14,1,2022,89.7,True,1
UTP-0064,57,4,2024,70.4,True,1
UTP-0064,58,5,2024,82.1,True,1
UTP-0064,59,5,2024,73.6,True,1
UTP-0235,1,1,2020,66.5,False,1
UTP-0235,2,2,2021,43.7,False,1
UTP-0235,3,3,2021,71.0,True,2
UTP-0235,4,4,2022,79.9,True,2
UTP-0235,5,3,2021,51.5,False,1
UTP-0235,6,4,2022,54.1,False,1
UTP-0235,7,2,2021,72.0,True,2
UTP-0235,8,3,2021,55.9,False,1
UTP-0235,9,1,2020,76.9,True,2
UTP-0235,10,1,2020,86.1,True,2
UTP-0235,11,2,2021,87.6,True,2
UTP-0235,12,3,2021,73.4,True,1
UTP-0235,13,2,2021,80.1,True,2
UTP-0235,14,1,2020,82.1,True,2
UTP-0235,15,8,2024,74.9,True,1
UTP-0235,45,2,2021,78.0,True,2
UTP-0235,46,3,2021,53.4,False,1
UTP-0235,47,5,2022,46.7,False,1
UTP-0235,48,5,2022,75.1,True,2
UTP-0235,49,7,2023,53.5,False,1
UTP-0235,50,10,2025,32.1,False,1
UTP-0230,1,1,2020,74.4,True,2
UTP-0230,2,2,2021,51.8,False,1
UTP-0230,3,3,2021,55.4,False,1
UTP-0230,4,4,2022,53.8,False,1
UTP-0230,5,3,2021,75.3,True,2
UTP-0230,6,4,2022,81.9,True,2
UTP-0230,7,2,2021,52.6,False,1
UTP-0230,8,3,2021,60.2,False,1
UTP-0230,9,1,2020,70.9,True,2
UTP-0230,10,1,2020,72.0,True,1
UTP-0230,11,2,2021,71.1,True,1
UTP-0230,12,3,2021,72.9,True,2
UTP-0230,13,2,2021,74.8,True,1
UTP-0230,14,1,2020,76.7,True,2
UTP-0230,15,8,2024,77.6,True,1
UTP-0230,45,2,2021,59.1,False,1
UTP-0230,46,3,2021,70.8,True,1
UTP-0230,47,5,2022,54.3,False,1
UTP-0230,48,5,2022,70.8,True,2
UTP-0230,49,7,2023,56.0,False,1
UTP-0230,50,10,2025,48.7,False,1
UTP-0112,1,1,2020,80.0,True,1
UTP-0112,2,2,2021,55.7,False,1
UTP-0112,3,3,2021,60.2,False,1
UTP-0112,4,4,2022,70.9,True,2
UTP-0112,5,3,2021,81.2,True,1
UTP-0112,6,4,2022,87.3,True,1
UTP-0112,7,2,2021,81.9,True,2
UTP-0112,8,3,2021,86.2,True,2
UTP-0112,9,1,2020,74.2,True,1
UTP-0112,10,1,2020,87.9,True,1
UTP-0112,11,2,2021,71.2,True,1
UTP-0112,12,3,2021,80.5,True,1
UTP-0112,13,2,2021,86.4,True,1
UTP-0112,14,1,2020,82.6,True,1
UTP-0112,15,8,2024,85.1,True,1
UTP-0112,45,2,2021,76.6,True,1
UTP-0112,46,3,2021,47.0,False,1
UTP-0112,47,5,2022,74.0,True,1
UTP-0112,48,5,2022,79.1,True,2
UTP-0112,49,7,2023,54.0,False,1
UTP-0232,1,1,2024,70.2,True,1
UTP-0232,2,2,2025,72.1,True,1
UTP-0232,3,3,2025,60.0,False,1
UTP-0232,5,3,2025,73.7,True,1
UTP-0232,7,2,2025,74.0,True,1
UTP-0232,8,3,2025,71.6,True,1
UTP-0232,9,1,2024,79.2,True,1
UTP-0232,10,1,2024,77.0,True,1
UTP-0232,11,2,2025,71.7,True,1
UTP-0232,12,3,2025,72.1,True,2
UTP-0232,13,2,2025,80.9,True,2
UTP-0232,14,1,2024,83.7,True,2
UTP-0181,1,1,2024,98.5,True,1
UTP-0181,2,2,2025,74.8,True,1
UTP-0181,7,2,2025,77.2,True,1
UTP-0181,9,1,2024,85.6,True,1
UTP-0181,10,1,2024,86.5,True,1
UTP-0181,11,2,2025,99.7,True,1
UTP-0181,13,2,2025,81.2,True,1
UTP-0181,14,1,2024,87.7,True,1
UTP-0145,1,1,2024,82.2,True,2
UTP-0145,2,2,2025,60.1,False,1
UTP-0145,3,3,2025,65.8,False,1
UTP-0145,5,3,2025,75.4,True,1
UTP-0145,7,2,2025,79.5,True,2
UTP-0145,8,3,2025,83.9,True,2
UTP-0145,9,1,2024,78.1,True,2
UTP-0145,10,1,2024,80.0,True,1
UTP-0145,11,2,2025,75.5,True,2
UTP-0145,12,3,2025,86.7,True,1
UTP-0145,13,2,2025,81.3,True,1
UTP-0145,14,1,2024,83.0,True,2
UTP-0240,1,1,2023,61.3,False,1
UTP-0240,2,2,2024,52.7,False,1
UTP-0240,3,3,2024,61.3,False,1
UTP-0240,4,4,2025,64.5,False,1
UTP-0240,5,3,2024,48.7,False,1
UTP-0240,6,4,2025,64.7,False,1
UTP-0240,7,2,2024,57.5,False,1
UTP-0240,8,3,2024,71.1,True,2
UTP-0240,9,1,2023,81.0,True,2
UTP-0240,10,1,2023,72.2,True,2
UTP-0240,11,2,2024,84.1,True,2
UTP-0240,12,3,2024,81.4,True,2
UTP-0240,13,2,2024,77.4,True,1
UTP-0240,14,1,2023,76.9,True,2
UTP-0240,57,4,2025,78.3,True,2
UTP-0076,1,1,2022,82.0,True,1
UTP-0076,2,2,2023,71.8,True,1
UTP-0076,3,3,2023,80.4,True,2
UTP-0076,4,4,2024,58.0,False,1
UTP-0076,5,3,2023,89.1,True,2
UTP-0076,6,4,2024,84.6,True,1
UTP-0076,7,2,2023,81.5,True,1
UTP-0076,8,3,2023,80.2,True,2
UTP-0076,9,1,2022,89.6,True,1
UTP-0076,10,1,2022,83.6,True,1
UTP-0076,11,2,2023,88.6,True,1
UTP-0076,12,3,2023,100.0,True,1
UTP-0076,13,2,2023,94.6,True,1
UTP-0076,14,1,2022,85.3,True,1
UTP-0076,16,1,2022,80.3,True,1
UTP-0076,17,2,2023,72.0,True,2
UTP-0076,18,3,2023,71.7,True,1
UTP-0076,19,4,2024,80.8,True,1
UTP-0076,20,5,2024,81.7,True,2
UTP-0076,21,5,2024,81.4,True,1
UTP-0076,22,6,2025,78.1,True,1
UTP-0076,23,5,2024,80.6,True,1
UTP-0076,24,6,2025,72.2,True,1
UTP-0076,25,5,2024,78.8,True,1
UTP-0298,1,1,2021,70.1,True,2
UTP-0298,2,2,2022,37.8,False,1
UTP-0298,3,3,2022,57.8,False,1
UTP-0298,4,4,2023,40.8,False,1
UTP-0298,5,3,2022,51.7,False,1
UTP-0298,6,4,2023,57.2,False,1
UTP-0298,7,2,2022,48.4,False,1
UTP-0298,8,3,2022,70.4,True,2
UTP-0298,9,1,2021,53.8,False,1
UTP-0298,10,1,2021,51.7,False,1
UTP-0298,11,2,2022,59.4,False,1
UTP-0298,12,3,2022,47.4,False,1
UTP-0298,13,2,2022,74.6,True,2
UTP-0298,14,1,2021,74.3,True,2
UTP-0298,15,8,2025,59.9,False,1
UTP-0298,31,2,2022,50.5,False,1
UTP-0298,32,3,2022,36.5,False,1
UTP-0298,33,4,2023,42.2,False,1
UTP-0298,34,5,2023,47.3,False,1
UTP-0298,35,5,2023,47.8,False,1
UTP-0298,36,7,2024,38.3,False,1
UTP-0279,1,1,2020,57.9,False,1
UTP-0279,2,2,2021,35.8,False,1
UTP-0279,3,3,2021,50.5,False,1
UTP-0279,4,4,2022,41.2,False,1
UTP-0279,5,3,2021,42.6,False,1
UTP-0279,6,4,2022,78.7,True,2
UTP-0279,7,2,2021,33.2,False,1
UTP-0279,8,3,2021,50.1,False,1
UTP-0279,9,1,2020,55.8,False,1
UTP-0279,10,1,2020,47.4,False,1
UTP-0279,11,2,2021,80.2,True,2
UTP-0279,12,3,2021,50.8,False,1
UTP-0279,13,2,2021,55.1,False,1
UTP-0279,14,1,2020,54.8,False,1
UTP-0279,15,8,2024,56.7,False,1
UTP-0279,31,2,2021,54.2,False,1
UTP-0279,32,3,2021,54.1,False,1
UTP-0279,33,4,2022,28.8,False,1
UTP-0279,34,5,2022,53.2,False,1
UTP-0279,35,5,2022,29.5,False,1
UTP-0279,36,7,2023,51.0,False,1
UTP-0279,37,10,2025,46.8,False,1
UTP-0098,1,1,2023,73.1,True,2
UTP-0098,2,2,2024,72.0,True,2
UTP-0098,3,3,2024,60.7,False,1
UTP-0098,5,3,2024,72.8,True,1
UTP-0098,7,2,2024,82.0,True,2
UTP-0098,8,3,2024,75.8,True,1
UTP-0098,9,1,2023,85.0,True,1
UTP-0098,10,1,2023,90.7,True,1
UTP-0098,11,2,2024,75.0,True,1
UTP-0098,12,3,2024,77.9,True,1
UTP-0098,13,2,2024,79.7,True,2
UTP-0098,14,1,2023,73.1,True,1
UTP-0093,1,1,2022,85.7,True,1
UTP-0093,2,2,2023,85.9,True,1
UTP-0093,3,3,2023,79.9,True,2
UTP-0093,4,4,2024,71.6,True,2
UTP-0093,5,3,2023,77.8,True,1
UTP-0093,6,4,2024,80.2,True,1
UTP-0093,7,2,2023,72.5,True,2
UTP-0093,8,3,2023,76.4,True,1
UTP-0093,9,1,2022,74.2,True,1
UTP-0093,10,1,2022,82.9,True,1
UTP-0093,11,2,2023,87.4,True,1
UTP-0093,12,3,2023,83.1,True,1
UTP-0093,13,2,2023,79.5,True,1
UTP-0093,14,1,2022,82.1,True,1
UTP-0093,38,2,2023,72.3,True,1
UTP-0093,39,3,2023,70.0,True,1
UTP-0093,40,4,2024,70.9,True,1
UTP-0093,41,5,2024,85.8,True,1
UTP-0193,1,1,2020,82.7,True,1
UTP-0193,2,2,2021,70.8,True,1
UTP-0193,3,3,2021,78.8,True,1
UTP-0193,4,4,2022,76.7,True,2
UTP-0193,5,3,2021,87.6,True,1
UTP-0193,6,4,2022,81.1,True,1
UTP-0193,7,2,2021,72.3,True,1
UTP-0193,8,3,2021,76.8,True,1
UTP-0193,9,1,2020,72.0,True,2
UTP-0193,10,1,2020,74.2,True,1
UTP-0193,11,2,2021,73.6,True,1
UTP-0193,12,3,2021,84.3,True,1
UTP-0193,13,2,2021,97.0,True,1
UTP-0193,14,1,2020,100.0,True,1
UTP-0193,15,8,2024,93.3,True,1
UTP-0193,31,2,2021,82.2,True,1
UTP-0193,32,3,2021,72.0,True,2
UTP-0193,33,4,2022,79.3,True,2
UTP-0193,34,5,2022,83.2,True,2
UTP-0193,35,5,2022,88.2,True,2
UTP-0193,36,7,2023,71.8,True,1
UTP-0193,37,10,2025,84.1,True,2
UTP-0026,1,1,2024,78.3,True,1
UTP-0026,2,2,2025,95.1,True,1
UTP-0026,3,3,2025,80.5,True,1
UTP-0026,5,3,2025,96.0,True,1
UTP-0026,7,2,2025,100.0,True,1
UTP-0026,8,3,2025,81.8,True,1
UTP-0026,9,1,2024,73.9,True,1
UTP-0026,10,1,2024,96.8,True,1
UTP-0026,11,2,2025,100.0,True,1
UTP-0026,12,3,2025,100.0,True,1
UTP-0026,13,2,2025,89.3,True,1
UTP-0026,14,1,2024,100.0,True,1
UTP-0233,1,1,2022,75.9,True,2
UTP-0233,2,2,2023,77.3,True,2
UTP-0233,3,3,2023,80.8,True,1
UTP-0233,4,4,2024,42.6,False,1
UTP-0233,5,3,2023,66.7,False,1
UTP-0233,6,4,2024,78.2,True,2
UTP-0233,7,2,2023,68.3,False,1
UTP-0233,8,3,2023,60.4,False,1
UTP-0233,9,1,2022,80.2,True,2
UTP-0233,10,1,2022,85.2,True,2
UTP-0233,11,2,2023,71.8,True,1
UTP-0233,12,3,2023,77.5,True,2
UTP-0233,13,2,2023,74.6,True,1
UTP-0233,14,1,2022,78.4,True,2
UTP-0233,51,2,2023,86.1,True,2
UTP-0233,52,4,2024,72.1,True,2
UTP-0233,53,5,2024,73.6,True,1
UTP-0233,54,6,2025,64.2,False,1
UTP-0060,1,1,2022,83.1,True,1
UTP-0060,2,2,2023,100.0,True,1
UTP-0060,3,3,2023,85.0,True,1
UTP-0060,4,4,2024,82.0,True,1
UTP-0060,5,3,2023,92.5,True,1
UTP-0060,6,4,2024,100.0,True,1
UTP-0060,7,2,2023,75.2,True,1
UTP-0060,8,3,2023,100.0,True,1
UTP-0060,9,1,2022,100.0,True,1
UTP-0060,10,1,2022,100.0,True,1
UTP-0060,11,2,2023,99.6,True,1
UTP-0060,12,3,2023,100.0,True,1
UTP-0060,13,2,2023,100.0,True,1
UTP-0060,14,1,2022,100.0,True,1
UTP-0060,45,2,2023,96.7,True,1
UTP-0060,46,3,2023,93.0,True,1
UTP-0060,47,5,2024,90.7,True,1
UTP-0060,48,5,2024,91.1,True,1
UTP-0007,1,1,2020,83.9,True,1
UTP-0007,2,2,2021,89.5,True,1
UTP-0007,3,3,2021,85.2,True,1
UTP-0007,4,4,2022,71.3,True,2
UTP-0007,5,3,2021,90.7,True,1
UTP-0007,6,4,2022,87.0,True,1
UTP-0007,7,2,2021,80.3,True,1
UTP-0007,8,3,2021,77.4,True,1
UTP-0007,9,1,2020,94.5,True,1
UTP-0007,10,1,2020,98.0,True,1
UTP-0007,11,2,2021,84.3,True,1
UTP-0007,12,3,2021,93.7,True,1
UTP-0007,13,2,2021,82.7,True,1
UTP-0007,14,1,2020,79.4,True,1
UTP-0007,15,8,2024,90.4,True,1
UTP-0007,57,4,2022,82.4,True,1
UTP-0007,58,5,2022,88.1,True,1
UTP-0007,59,5,2022,84.6,True,1
UTP-0007,60,6,2023,81.3,True,1
UTP-0007,61,10,2025,79.6,True,1
UTP-0186,1,1,2020,74.9,True,2
UTP-0186,2,2,2021,73.4,True,1
UTP-0186,3,3,2021,76.3,True,1
UTP-0186,4,4,2022,71.0,True,1
UTP-0186,5,3,2021,84.5,True,1
UTP-0186,6,4,2022,80.6,True,1
UTP-0186,7,2,2021,72.8,True,1
UTP-0186,8,3,2021,78.5,True,1
UTP-0186,9,1,2020,74.7,True,1
UTP-0186,10,1,2020,72.9,True,1
UTP-0186,11,2,2021,78.6,True,1
UTP-0186,12,3,2021,74.0,True,1
UTP-0186,13,2,2021,74.5,True,1
UTP-0186,14,1,2020,78.8,True,1
UTP-0186,15,8,2024,78.6,True,1
UTP-0186,57,4,2022,77.5,True,2
UTP-0186,58,5,2022,72.8,True,2
UTP-0186,59,5,2022,71.6,True,1
UTP-0186,60,6,2023,71.5,True,2
UTP-0186,61,10,2025,73.9,True,2
UTP-0174,1,1,2021,86.0,True,1
UTP-0174,2,2,2022,83.3,True,1
UTP-0174,3,3,2022,62.9,False,1
UTP-0174,4,4,2023,79.4,True,2
UTP-0174,5,3,2022,74.6,True,1
UTP-0174,6,4,2023,73.2,True,1
UTP-0174,7,2,2022,82.4,True,1
UTP-0174,8,3,2022,74.2,True,1
UTP-0174,9,1,2021,78.6,True,1
UTP-0174,10,1,2021,69.7,False,1
UTP-0174,11,2,2022,90.8,True,1
UTP-0174,12,3,2022,75.8,True,1
UTP-0174,13,2,2022,86.2,True,1
UTP-0174,14,1,2021,88.0,True,1
UTP-0174,38,2,2022,86.6,True,1
UTP-0174,39,3,2022,72.6,True,2
UTP-0174,40,4,2023,51.6,False,1
UTP-0174,41,5,2023,77.2,True,1
UTP-0174,42,6,2024,85.2,True,1
UTP-0174,43,7,2024,80.7,True,1
UTP-0031,1,1,2020,92.2,True,1
UTP-0031,2,2,2021,81.6,True,1
UTP-0031,3,3,2021,91.9,True,1
UTP-0031,4,4,2022,72.7,True,1
UTP-0031,5,3,2021,94.3,True,1
UTP-0031,6,4,2022,94.5,True,1
UTP-0031,7,2,2021,94.0,True,1
UTP-0031,8,3,2021,100.0,True,1
UTP-0031,9,1,2020,93.6,True,1
UTP-0031,10,1,2020,91.4,True,1
UTP-0031,11,2,2021,95.3,True,1
UTP-0031,12,3,2021,81.3,True,1
UTP-0031,13,2,2021,89.9,True,1
UTP-0031,14,1,2020,92.2,True,1
UTP-0031,15,8,2024,95.8,True,1
UTP-0031,38,2,2021,86.7,True,1
UTP-0031,39,3,2021,78.9,True,1
UTP-0031,40,4,2022,94.5,True,1
UTP-0031,41,5,2022,85.5,True,1
UTP-0031,42,6,2023,80.4,True,1
UTP-0031,43,7,2023,77.9,True,1
UTP-0031,44,10,2025,81.7,True,1
UTP-0023,1,1,2023,96.2,True,1
UTP-0023,2,2,2024,77.7,True,1
UTP-0023,3,3,2024,79.4,True,1
UTP-0023,4,4,2025,77.2,True,1
UTP-0023,5,3,2024,78.9,True,1
UTP-0023,6,4,2025,83.1,True,1
UTP-0023,7,2,2024,80.8,True,1
UTP-0023,8,3,2024,91.6,True,1
UTP-0023,9,1,2023,91.7,True,1
UTP-0023,10,1,2023,96.2,True,1
UTP-0023,11,2,2024,100.0,True,1
UTP-0023,12,3,2024,93.5,True,1
UTP-0023,13,2,2024,97.8,True,1
UTP-0023,14,1,2023,93.8,True,1
UTP-0023,45,2,2024,86.8,True,1
UTP-0023,46,3,2024,80.0,True,1
UTP-0023,47,5,2025,70.9,True,2
UTP-0023,48,5,2025,83.6,True,1
UTP-0257,1,1,2021,71.3,True,1
UTP-0257,2,2,2022,75.7,True,2
UTP-0257,3,3,2022,71.0,True,2
UTP-0257,4,4,2023,70.6,True,2
UTP-0257,5,3,2022,72.1,True,2
UTP-0257,6,4,2023,76.5,True,2
UTP-0257,7,2,2022,49.9,False,1
UTP-0257,8,3,2022,52.3,False,1
UTP-0257,9,1,2021,80.3,True,2
UTP-0257,10,1,2021,74.5,True,1
UTP-0257,11,2,2022,82.7,True,2
UTP-0257,12,3,2022,78.1,True,2
UTP-0257,13,2,2022,71.2,True,2
UTP-0257,14,1,2021,81.2,True,2
UTP-0257,15,8,2025,73.2,True,2
UTP-0257,31,2,2022,41.5,False,1
UTP-0257,32,3,2022,55.5,False,1
UTP-0257,33,4,2023,45.1,False,1
UTP-0257,34,5,2023,50.8,False,1
UTP-0257,35,5,2023,53.7,False,1
UTP-0257,36,7,2024,51.2,False,1
UTP-0057,1,1,2024,100.0,True,1
UTP-0057,9,1,2024,91.4,True,1
UTP-0057,10,1,2024,96.2,True,1
UTP-0057,14,1,2024,98.7,True,1
UTP-0187,1,1,2020,85.8,True,2
UTP-0187,2,2,2021,82.3,True,1
UTP-0187,3,3,2021,73.4,True,1
UTP-0187,4,4,2022,74.3,True,1
UTP-0187,5,3,2021,70.4,True,1
UTP-0187,6,4,2022,85.8,True,2
UTP-0187,7,2,2021,80.5,True,1
UTP-0187,8,3,2021,77.0,True,1
UTP-0187,9,1,2020,71.8,True,1
UTP-0187,10,1,2020,77.0,True,1
UTP-0187,11,2,2021,93.0,True,1
UTP-0187,12,3,2021,74.5,True,1
UTP-0187,13,2,2021,97.1,True,1
UTP-0187,14,1,2020,76.8,True,1
UTP-0187,15,8,2024,94.1,True,1
UTP-0187,38,2,2021,71.3,True,1
UTP-0187,39,3,2021,78.8,True,1
UTP-0187,40,4,2022,82.9,True,2
UTP-0187,41,5,2022,72.7,True,1
UTP-0187,42,6,2023,74.4,True,2
UTP-0187,43,7,2023,74.0,True,2
UTP-0187,44,10,2025,74.9,True,1
UTP-0109,1,1,2022,67.9,False,1
UTP-0109,2,2,2023,81.4,True,2
UTP-0109,3,3,2023,59.0,False,1
UTP-0109,4,4,2024,41.5,False,1
UTP-0109,5,3,2023,70.4,True,1
UTP-0109,6,4,2024,91.3,True,1
UTP-0109,7,2,2023,73.2,True,1
UTP-0109,8,3,2023,74.2,True,2
UTP-0109,9,1,2022,87.4,True,2
UTP-0109,10,1,2022,77.1,True,1
UTP-0109,11,2,2023,81.3,True,1
UTP-0109,12,3,2023,75.2,True,2
UTP-0109,13,2,2023,85.9,True,1
UTP-0109,14,1,2022,82.7,True,1
UTP-0109,16,1,2022,82.7,True,1
UTP-0109,17,2,2023,75.5,True,1
UTP-0109,18,3,2023,84.9,True,2
UTP-0109,19,4,2024,77.4,True,1
UTP-0109,20,5,2024,71.7,True,1
UTP-0109,21,5,2024,88.1,True,2
UTP-0109,22,6,2025,62.4,False,1
UTP-0109,23,5,2024,72.8,True,1
UTP-0109,24,6,2025,79.4,True,1
UTP-0109,25,5,2024,70.3,True,2
UTP-0109,26,7,2025,55.2,False,1
UTP-0109,28,6,2025,73.3,True,1
UTP-0127,1,1,2020,88.4,True,1
UTP-0127,2,2,2021,84.3,True,1
UTP-0127,3,3,2021,84.9,True,1
UTP-0127,4,4,2022,76.2,True,1
UTP-0127,5,3,2021,99.9,True,1
UTP-0127,6,4,2022,75.1,True,1
UTP-0127,7,2,2021,76.3,True,1
UTP-0127,8,3,2021,82.1,True,1
UTP-0127,9,1,2020,74.8,True,1
UTP-0127,10,1,2020,91.5,True,1
UTP-0127,11,2,2021,100.0,True,1
UTP-0127,12,3,2021,93.1,True,1
UTP-0127,13,2,2021,94.8,True,1
UTP-0127,14,1,2020,82.9,True,1
UTP-0127,15,8,2024,93.0,True,1
UTP-0127,31,2,2021,84.9,True,1
UTP-0127,32,3,2021,85.4,True,1
UTP-0127,33,4,2022,93.2,True,1
UTP-0127,34,5,2022,87.4,True,1
UTP-0127,35,5,2022,74.1,True,1
UTP-0127,36,7,2023,84.9,True,1
UTP-0127,37,10,2025,81.9,True,1
UTP-0231,1,1,2021,70.3,True,1
UTP-0231,2,2,2022,84.7,True,2
UTP-0231,3,3,2022,48.1,False,1
UTP-0231,4,4,2023,44.7,False,1
